"record_id","source_row_no","source_record_sha256","release_slot","scheduled_release_at","area_no","area_nm","p_area_no","p_area_nm","top_area_no","top_area_nm","top_area_lvl","mgr_no","mgr_nm","mgr_dept_nm","mgr_pos_nm","mgr_hire_dtm","mgr_act_yn","area_reg_dtm","top_area_reg_dtm"
"154632","882","8bcd9ceb80468c3ea6c7a3d681930dbf6263cf4a4febdd32981583d8b825f442","57","2026-08-24T19:03:00+09:00","biz_31638","법무프로세스"," BIZ_00504 ","　물류　","BIZ_00504","물류","L1"," EMP001796 ","　윤수아　","교육운영팀","파트장","20180826034926","y","2024-11-08 17:22:17"," 2018-12-26 10:10:48.0 "
"154633","883","a7823ed87eaae5b57cdbd691c975bc6a87d6cffcb7d5d50cf42bfacb8ca50606","57","2026-08-24T19:03:00+09:00","BIZ_00374","　분석　","",""," BIZ_00374 ","분석","top_level","EMP001476","최지우","R&D팀","실장","2008-11-17 15:30:54.0","YES","20231219004335","20210204222529"
"154634","884","c8b89f4f252dd751b50a86a05c029baab6bfda4d2616468aaaacfbfaaf3707c0","57","2026-08-24T19:03:00+09:00","BIZ_15732"," IT관리 ","BIZ_00606","기획","BIZ 00606","기획","TOP LEVEL"," EMP000807 ","최도윤","R&D팀","실장","2023/12/15 03:07:34","1","2019-08-06T00:37:38"," 2023.03.28 20:23:57 "
"154635","885","7800bc1943ac7c1fcb9c9e9cd3d297a0fa97edbd712b44a8e2f76eca69c4f57b","57","2026-08-24T19:03:00+09:00","BIZ_10635","기획분석 30","BIZ_00202","R&D","BIZ_00202"," R&D ","최상위","EMP 002287","　임예은　","　재무팀　","대리","2013-12-05T19:32:31"," y ","20180901030332","2025/03/14 06:49:49"
"154636","886","f513a7672215b52000a57e4c80e054e252ce48c916c9896c6137870557e5c292","58","2026-08-24T19:06:00+09:00","BIZ_30390","R&D서비스","biz_00443","R &D","BIZ_00443","R&D","TOP LEVEL"," EMP002388 ","박도윤"," 기획팀 ","팀장"," 2022-11-22T10:11:19 ","재직","2018/02/26 13:20:47","20250625084842"
"154637","887","e27688747fdf21d4a947c989f3e930d8b0798c4d094fe7856d25b0eee2e01d97","58","2026-08-24T19:06:00+09:00"," BIZ_04889 ","마케팅서비스","BIZ_00777","시설	","BIZ 00777","　시설　","최상위","EMP001425","오류값","물류팀	","차장","2017-09-01 15:13:59.0","재직","2018-10-20T07:44:25","2021-01-29T13:01:37"
"154638","888","ed587ef35586e90b97b4d838d214518145e07a7857df413a8baa193a5d1aa081","58","2026-08-24T19:06:00+09:00","biz-00096","보안","NULL","-","BIZ_00096","보안","1","EMP000394","윤윤서	","　기획팀　","과장","2019.06.27 07:13:38","1"," 2025-06-21T17:37:32 ","2017-09-05 09:25:52"
"154639","889","88783bb0b65ac5eaa5ff10795cca6a7d9543942a67b7a21fb5d423542ba83552","58","2026-08-24T19:06:00+09:00","BIZ_41941","　분석팀 28　","BIZ_00104","데이터	","biz_00104","데이터","top_level","EMP000104"," 이수아 ","기획팀	","차장","20221111201614","Y","2022-10-11 00:24:25","2023/09/18 23:01:12"
"154640","890","e610c6c57987efa0fb205fd657404a740f580e31e99ec4e2a0bfa349e97375a3","58","2026-08-24T19:06:00+09:00","biz-30744","영업관리","BIZ_00647","IT","BIZ 00647","IT","top_level","EMP002126","박 지호","물류팀	","　팀장　"," 2020/11/26 08:36:35 ","YES","2020-10-10 08:15:11","2018-08-16 05:20:15"
"154641","891","6f6e4e60ea6983a22362136e52769d901324ce8730acbfcdc48a4b83d0527043","58","2026-08-24T19:06:00+09:00","BIZ_30339","법무시스템 29","BIZ_00192","기획","BIZ_00192","　기획　","top_level","emp002483","이민서","인사팀	"," 과장 ","2022-06-10T18:33:56","y","2020-10-13T07:38:58","2016-02-17 16:07:49.0"
"154642","892","1a32117b7143bde61dc30318623a8607320e790db00cdc7fd4e546583953b9bc","58","2026-08-24T19:06:00+09:00","biz_13864","IT서비스 39","BIZ_00279","　인사　","BIZ_00279","인사	","top_level","EMP001134","강도윤","　법무팀　","파트장","2013-10-19 12:28:54","n","2025-11-19 19:09:08.0","2022-02-09T01:10:44"
"154643","893","eef122fd7a9b8f1c0065c0e060670ce7521ef3727ed6bf5f25e50a6a1f87890c","58","2026-08-24T19:06:00+09:00","BIZ_46663","교육팀","BIZ_00191","법무","BIZ_00191"," 법무 ","1","EMP 002161","이지우","전략기획팀","실장"," 2024-09-17 05:00:15.0 ","0","2017/06/13 21:33:41","2016-02-02 10:08:50"
"154644","894","e058be0370c5ac55fe0af8eca29fc79dc98519e6f76f634f51d2320c723b1894","58","2026-08-24T19:06:00+09:00","BIZ 18640"," IT플랫폼 ","BIZ_00223","R&D","BIZ_00223","R&D","L1","EMP002562","박지민	","물류팀","실 장","2019-09-28 19:04:24.0","Y","2020-05-25T05:30:40","2020/05/31 18:34:36"
"154645","895","627ba84a0837c4c21834f0574533a883e87fd8c304f35d546c1c95ddc9c63515","58","2026-08-24T19:06:00+09:00","BIZ_32949","시설운영"," BIZ_00133 ","구매","BIZ_00133","구매","TOP LEVEL","EMP001751","강수아","품질관리팀","파트장	","2016-04-21 23:32:36.0","재직","2016-12-16T06:59:18","2022.04.14 00:40:20"
"154646","896","3f945fc1454a874ef9a0fba87c38c1300a960491b2a2d0fc9d7fc5f4646fc80b","58","2026-08-24T19:06:00+09:00","BIZ_40267","　영업프로세스 6　","BIZ_00209","　마케팅　","BIZ_00209","마케팅","TOP_LEVEL","EMP001333","　박하은　","　보안팀　","실장","2011/09/26 12:26:36"," 1 ","2019-02-08 01:04:14","2017-09-25 02:12:39"
"154647","897","f27178d94ee99617902d034baeb5796cfafd0b140857ac274000452a958f7f58","58","2026-08-24T19:06:00+09:00","BIZ_22893","　영업분석　","biz_00429","품 질관리"," BIZ_00429 ","품질관리","TOP_LEVEL","EMP-002214","정민준","R&D팀"," 차장 ","20200218105632","재직","2021-04-24 11:37:29.0","2022-08-08T21:31:44"
"154648","898","1dc9223b981eeba8b2ffa4659e6babeaabf767563a362dbe47e56724574e5fa9","58","2026-08-24T19:06:00+09:00"," BIZ_22744 ","마케팅프로세스","BIZ_00602","보안","BIZ_00602","보안","TOP_LEVEL","EMP-000459","강시우","생 산팀","부장","2012-08-24T05:09:30","재직","2018-03-01 15:39:31.0","2019-07-14 20:08:53.0"
"154649","899","6566860b91f8a0f3c11744e83567bbf3253285d425426c30f61383de82ff6654","58","2026-08-24T19:06:00+09:00","BIZ_46130","IT서비스","BIZ_00959","자산관리","BIZ-00959","자산관리","최상위","EMP001826","조주원","시설관리팀","　실장　","2008.12.20 12:39:19","y","2025.07.06 01:00:22","2024/05/14 13:30:01"
"154650","900","da3fc199904e3a5ebb95be27b9196a24c2d3d1ad6f16cf0ff72d16453720e192","58","2026-08-24T19:06:00+09:00","BIZ39944","기획시스템","BIZ 00159","법무","BIZ_00159","법무","TOP_LEVEL","EMP002674","임예준","재무팀","실장"," 2012.02.24 20:30:09 ","y","2024-02-08 09:18:17.0","2017.01.08 10:45:00"
"154651","901","b4cd8d9e99d6703f26c8f929366d3342972a431d73a56441d8526024d3d847be","59","2026-08-24T19:09:00+09:00","BIZ_06146","물류부"," BIZ_00995 ","R&D	"," BIZ_00995 ","R&D","top_level"," EMP002032 ","정지우","고객서비스팀	","실 장","2016/10/27 06:26:15","Y","2024-11-23 21:57:56.0","20260506105257"
"154652","902","0a3d64ff57bc120160b59ec3c893008c5e98792a7e76d7a869563af23b5dffcc","59","2026-08-24T19:09:00+09:00","BIZ_39266","자산관리관리","BIZ_00207","영업","BIZ_00207","　영업　","top_level"," EMP001234 ","이윤서","전략기획팀","과장","2023.03.21 04:00:02","y","20210421024325","2021.08.31 15:42:37"
"154653","903","1ffc60665e58308ae57bdc272441594bc8a43595baeb31c06c72c4d147c5edf5","59","2026-08-24T19:09:00+09:00","BIZ_46760","고객서비스분석","BIZ_00363","영 업","BIZ_00363","영업","1","EMP001292","이 지호","R &D팀","파 트장","2009-04-23T06:25:03"," 퇴직 ","2026-01-22T05:54:55","2019-01-08 15:33:19"
"154654","904","2a7d1e9764ad599509ecc52912fa448673822df7d3d5c27f5f74e012885397d1","59","2026-08-24T19:09:00+09:00","BIZ_27885","마케팅팀","BIZ_00001","생 산","biz_00001","생산","top_level","EMP000905","강서연","기획팀","차장","2012-03-31 17:43:37.0","y","2024/05/16 20:23:25","2018-07-10 08:29:00"
"154655","905","b61d9973c4c746116dc23a93f5a8d82c6867c49be9fc21835e14fd355fc112ca","59","2026-08-24T19:09:00+09:00","BIZ_13520","　구매운영 14　","BIZ_00964","시설","BIZ00964","시설","top_level","emp001172","","N/A","미상","2022-08-29 05:25:43"," n ","2022-04-24 22:26:08","2024/08/21 22:56:05"
"154656","906","badf707a461753740f2a47029d4cfade1f05ba79792e5e0d6b8477fefe731295","59","2026-08-24T19:09:00+09:00","BIZ_38743","품질관리플랫폼","BIZ 00804","　전략　"," BIZ_00804 ","전략","L1","EMP001708","조주원	","교육운영팀","부장	","20220802154401","YES","2018/09/27 17:09:43","2017-11-15T05:38:28"
"154657","907","f720904606603741cf686bb2bc60e6fdcf3f5e35689f55bf0dcb2b6da037877c","59","2026-08-24T19:09:00+09:00","BIZ21230","물류분석 5","BIZ00003","고 객서비스","BIZ_00003","고객서비스","TOP_LEVEL","EMP001039"," 임시우 ","전략기획팀","팀장	","2017/07/12 04:34:37","1","2021/06/29 16:52:46","20190207094425"
"154658","908","3fe5fbc9842d462cca1e7af9f241ee94a83a1ebfa6065ed9ba9c5e7c769de325","59","2026-08-24T19:09:00+09:00","BIZ_29710","고객서비스운영","BIZ_00115","기획","BIZ_00115","기획","TOP_LEVEL","EMP000241","최민준"," 기획팀 ","부장	","2023-06-11 04:54:51","y","2018-05-02 15:56:52.0","2020-10-03T17:04:58"
"154659","909","d0677a342c9444a753739984ebac309424875591c710e0a2eb207a60f8c8a9a4","59","2026-08-24T19:09:00+09:00","BIZ_23492","R&D분석","BIZ-00685","고객서비스	","BIZ 00685","고객서비스	","1","EMP 000177","강예은","시설관리팀","과장	","2016.03.06 22:49:47","YES","20170429105538","2019/02/22 10:45:49"
"154660","910","92a61f00980281f45d28d36526e852231eaa03c81fbef34704528a594a80d132","59","2026-08-24T19:09:00+09:00","BIZ_39417","생산서비스","BIZ_00241","재무","BIZ-00241","재무","L1","EMP002036","김서준","물류팀"," 파트장 ","20161130134316","y","2017.09.09 22:19:30","2026/04/09 02:10:31"
"154661","911","56812e438cc1d87d612ccf5a0f5f3553a515ac1c290eabbedf97099fbd56cdf2","59","2026-08-24T19:09:00+09:00","BIZ_47115","인사서비스","BIZ_00675","고객서비스","BIZ00675","고 객서비스","TOP LEVEL"," EMP002761 ","박준서","시설관리팀","차 장","2018-01-27 01:02:59","재직","2025/10/01 10:59:39","2021-08-18 07:41:40.0"
"154662","912","6f04ba0a237ba415e905ca8823cdb67d01f4572ba49a24c90406a73829e4d89b","59","2026-08-24T19:09:00+09:00","BIZ 38827","　생산플랫폼　","BIZ_00611","분석","BIZ 00611","분석	","top_level","EMP002139","이하준","분석팀","실장","2018/10/25 01:24:34","YES","2018-07-30T01:25:50","2017-03-02T00:49:15"
"154663","913","178b5d7c7f5ac5a5b53fed6738075885520c37258033485069f382f7f266e1a2","59","2026-08-24T19:09:00+09:00","BIZ_19302","생산운영 11","BIZ_00480","재무"," BIZ_00480 ","재 무","최상위","EMP001894","최예준"," 영업팀 ","대리","2021-08-21 23:24:30","사용","2018.03.27 18:10:32","2024/09/02 14:29:57"
"154664","914","bf31ee527e5545d0a117d7f969f8018bcd7c05a6f94821f4e72bb8b01481e8bd","59","2026-08-24T19:09:00+09:00","BIZ_32707"," 자산관리분석 5 ","BIZ-00639","고객서비스","BIZ_00639","　고객서비스　","최상위","EMP 001022"," 이준서 ","　생산팀　","파트장","2021-02-17 00:39:10","사용","2022-07-31 08:42:14","20180423204811"
"154665","915","366a6e5a3d49b7aedac16ce83ebd3e2ac751bc2d5ae0d5c253faf29987482a38","59","2026-08-24T19:09:00+09:00","BIZ-26200","NULL","biz-00402","　인사　","BIZ_00402","인사","L1","EMP 000280","박 지훈","IT운영팀","과장","2015.06.08 18:06:09","재직","2024.12.31 19:12:34","2020-08-29 04:51:42.0"
"154666","916","efcced4b65191c66c81e6206d5ddc860c5f323d07641950ba2571ddde5503d81","59","2026-08-24T19:09:00+09:00","BIZ_09467","영업운영","biz_00941","보안","BIZ_00941","보안","1","EMP001380","오류값","마케팅팀","사원","2010.03.24 19:07:59","Y","2021-05-19T08:00:08","2022-02-02T16:24:41"
"154667","917","24ece9206bc26d22c4042d79c456e98ab5be07c7babf490eb715016896d805fd","60","2026-08-24T19:12:00+09:00","BIZ_11542","자산관리관리","BIZ_00724","교육","BIZ_00724","교육","1","EMP000730","이지우	","마케팅팀","차장","2014-07-13T20:39:03","y","2021-02-02T08:47:37","2025.06.30 06:08:37"
"154668","918","8d249850c721a76309dc7cc109a31bf065370dd7db75c2b7b54bb36fd502a91f","60","2026-08-24T19:12:00+09:00","BIZ_45847","품질관리관리 47","biz_00914","기획","BIZ 00914","기획","TOP LEVEL","EMP000924"," 박시우 ","데이터팀","파트장","2025.05.14 11:58:21","재직","2021-12-12 21:48:06.0","2022-05-10 01:35:02.0"
"154669","919","1020975bd0aa4ac60ed45ca6fe4cc1411971030646e68da957a5a4209d81e993","60","2026-08-24T19:12:00+09:00","BIZ_05933"," R&D서비스 34 ","BIZ00181","재무","BIZ_00181","재무","L1"," EMP000907 ","　정윤서　","기 획팀","과장","2008.08.26 06:40:56","Y","2024-10-26 09:40:24","20180808115624"
"154670","920","9cd83419759539f362f42053ffde3b7b5a864e86af3ff32600818237c8a32774","60","2026-08-24T19:12:00+09:00","BIZ_39012","기획플랫폼","BIZ_00842","법 무","BIZ00842","법무","1","EMP-002645","　강예은　","R&D팀","팀장","2025.01.06 04:06:09","y"," 2017-01-06 05:11:57.0 ","2016.12.12 20:07:45"
"154671","921","8ab463a9ad0ab0796a5f5b54b6e88c0777ba2d52f16e6b0b45cd09cf1847be6f","60","2026-08-24T19:12:00+09:00","BIZ_48073","물류서비스"," BIZ_00525 ","시설"," BIZ_00525 ","시설","L1","EMP001064","강지민","IT운영팀	","　파트장　","2014-03-25T03:49:39","재직","2019-02-02 18:59:04.0","2019.09.13 10:46:28"
"154672","922","5eb8391cce19ae5480a7216cc3aa553789d7b2603bc2cffd5e02b6ddfaf6e272","60","2026-08-24T19:12:00+09:00","BIZ 39761"," 보안관리 8 ","BIZ_00018","I T","BIZ_00018","IT","최상위","EMP 002261","장시우","마케팅팀","차장"," 2020.07.16 19:57:43 ","YES","20200911011350","2020-10-04 18:18:51"
"154673","923","0f7985c9755c481238913d7198db50889b3cbbef374e91dee3e709da42cc533e","60","2026-08-24T19:12:00+09:00","biz-17249","분석관리 35","BIZ-00123","　데이터　","BIZ-00123","데이터","최상위"," EMP001697 "," 임민준 ","데이터팀"," 과장 ","2015.07.27 01:33:48","사용","2018-05-15 14:56:10.0","2025-12-14T10:24:35"
"154674","924","eb82f0ef79da67ea92e00f7e65051b6829aaaa3642f84cc35c6c0cb93d56182d","60","2026-08-24T19:12:00+09:00","BIZ_16160","고객서비스프로세스 38","BIZ_00761","NULL","BIZ_00761","데이터","TOP_LEVEL","EMP000627","윤 지우","　재무팀　"," 부장 ","2013-10-01 07:05:11.0","사용","2021-01-04 06:45:57","2019-04-15 11:09:14"
"154675","925","1161be326a17ee3610047bddc91fd34412a3867d694e3fcd98644159a3c7dfd4","60","2026-08-24T19:12:00+09:00","BIZ00835","법무","NULL","없음","BIZ_00835","법무","1","EMP000129"," 정지훈 ","자산관리팀","실장","2023.08.10 17:55:33","사용","2016-02-25 01:22:44","2025-10-16 02:50:35.0"
"154676","926","2d70e921d68267d15c0bad5b76272a28d5cc7f271f7a2ec84efc1e3e10586b2d","60","2026-08-24T19:12:00+09:00","BIZ_25102","물류분석","BIZ_00143","재무	","BIZ_00143","재무","TOP_LEVEL","EMP000712"," 김지호 ","보안팀	","파트장","2016.06.20 08:30:32","y","2022/04/09 10:52:00","2023-11-16 09:51:59"
"154677","927","e6faf3775b544c0c58b6befd4f64ac0c61668289329c6a61e7761b45d48874ac","60","2026-08-24T19:12:00+09:00","BIZ_09053"," R&D서비스 "," BIZ_00908 ","교육	","BIZ_00908","교 육","1"," EMP002425 "," 강민서 ","마케팅팀","대 리","2020/02/18 15:43:33","Y","2026-04-01 01:13:41.0","2025-03-01 06:09:42"
"154678","928","7f3808f743d2c3cfeca61bc0ab2bab6da01aa8d81e5af5c6a81ca8dc7a28e64f","60","2026-08-24T19:12:00+09:00","BIZ_25660","　고객서비스시스템 8　","BIZ 00038","분석	","BIZ00038","분석","최상위","EMP002509","최윤서","물류팀","차장","2021-08-12T13:25:01","재직","2025.01.15 23:25:45","2025-05-14 00:22:17"
"154679","929","9488130bf5f84562cb50fe7bfb7ff77af59c7ce542217b97a491390a5b7bd8bc","60","2026-08-24T19:12:00+09:00","BIZ-16198","IT플랫폼","BIZ_00449","생산	","biz_00449","생산","top_level","EMP001948","　조주원　","　데이터팀　","　팀장　","2010-04-29T10:10:19","YES","2017-10-12 04:49:31.0","2023-09-03T07:26:32"
"154680","930","366b0bd39af1f30fff1c0ce78154d2315fa9848f5f5877edf52fd3676f16f945","60","2026-08-24T19:12:00+09:00","BIZ_43170"," 데이터분석 ","BIZ 00403","고 객서비스","BIZ_00403","　고객서비스　","L1","emp002014","김지호","물류팀"," 차장 ","2011.10.28 05:53:39","미사용","2021/05/05 11:45:16","2022/07/02 05:37:07"
"154681","931","ac5143af775981ac812a6444dcd573c0d1148192c1020ab58d3552324b163c3b","60","2026-08-24T19:12:00+09:00","BIZ_49897","마케팅팀 38","biz_00705","　물류　"," BIZ_00705 ","물류","TOP_LEVEL","emp002155","조도윤	","　고객서비스팀　","사원	","2018.09.12 07:42:14","재직","2020-08-19T14:17:58","2025-06-25 01:22:51"
"154682","932","21bf2f7ef3082e9342f7213782f281df77044adb931ecf2a81aedd5b0ed508ff","61","2026-08-24T19:15:00+09:00","BIZ 18544","시설플랫폼","BIZ_00267","자산관리","BIZ_00267","자산관리","TOP_LEVEL","EMP001224","강윤서	"," 재무팀 ","팀장","2014-08-04 06:49:55.0","YES"," 2018/08/24 13:26:38 ","2016-05-18 00:03:32.0"
"154683","933","8c5ff77c8bac5a4dfef81bdeedfc49fd0457719bde36f19acadc73ed36111835","61","2026-08-24T19:15:00+09:00","BIZ 13482","자산관리시스템 14","BIZ_00435","법 무"," BIZ_00435 ","　법무　","최상위","EMP001341","정서준","재무팀","과장","2014.03.18 04:22:04","미사용","2018.09.14 02:51:07"," 2025-11-20T17:12:14 "
"154684","934","b832e7e22075d1b5f3fcdd4c7fd60cec8048ff0a4ebe4d3f18cf957eb7d2f229","61","2026-08-24T19:15:00+09:00","BIZ_26144","IT분석"," BIZ_00598 ","마케팅","BIZ_00598","마케팅","최상위","EMP001879","　조민준　","물류팀","과장","20190829022902","y","2024-02-26T20:23:20","2021-09-30 05:02:10.0"
"154685","935","fd9a0192941930a900921fabb3f1ce01ba89e18ee7075482fb4bb377d5009d35","61","2026-08-24T19:15:00+09:00","BIZ_49177"," 구매시스템 "," BIZ_00367 ","IT","BIZ_00367","IT","TOP_LEVEL","emp000818"," 이지호 ","법 무팀","과장","2024-05-29 03:14:35"," 사용 ","2019-12-12T13:58:48","2019-11-10 00:17:14.0"
"154686","936","8afb04fa3543c49034dbe40aec5e19ec16f1c684e48b14361871ac1bd774f24d","61","2026-08-24T19:15:00+09:00","BIZ 28890","생산관리 9","biz_00114","법무	","BIZ_00114","법무","top_level","EMP 002669","조주원","교육운영팀","파트장	","2017-06-08 20:40:48.0","재직","2024-09-03 09:12:39.0","2017-09-15T19:24:43"
"154687","937","f8375095e504d3ee8e8c32268e49ee0abe60a0d8939a6bae9f2907599dfc9688","61","2026-08-24T19:15:00+09:00","BIZ_14883","고객서비스시스템","BIZ_00615","R&D","BIZ_00615"," R&D ","1","EMP002108","최수아"," 전략기획팀 ","팀장","2015.08.14 10:03:01","Y","20180102222107","2020/04/24 06:52:52"
"154688","938","0414b02dde65dfa9958e5fd748a43311b05023fce1a0a2713d242d7ca0aa3c0b","61","2026-08-24T19:15:00+09:00","BIZ-11152","마케팅팀","BIZ_00685","고객서비스","BIZ_00685","고객서비스","TOP LEVEL"," EMP002695 ","　이준서　","고객서비스팀"," 대리 ","2024-07-24 16:42:33.0","N","2024-11-09 06:23:02"," 2019.02.22 10:45:49 "
"154689","939","3ca00f99de536b3af53c68fc52de25be735bf8fe2d2f01bb520165d5343609e3","61","2026-08-24T19:15:00+09:00","BIZ_30738","인사서비스 27","biz-00592","　인사　","biz_00592","인사	","top_level"," EMP002103 ","이지호	","재무팀","　파트장　","2011.07.27 15:39:52","YES","20240107024806","2020.04.25 09:23:20"
"154690","940","85fc4eba41fcf012b01185e57b2a04fa1736201b2f8e579ab345e43fc32bec5f","61","2026-08-24T19:15:00+09:00","BIZ 45369","데이터프로세스","BIZ_00594","구매"," BIZ_00594 ","구매","TOP_LEVEL","emp000787","김서준","재무팀	","대리","2014/12/30 15:31:06","재직","2024-10-10 09:49:41","2022-10-20 02:31:57.0"
"154691","941","f5a801b3d76cd20efbaee256e666c499e92ba1dafe0eb8a36532f1190dde04d6","61","2026-08-24T19:15:00+09:00","BIZ_37091","품질관리시스템 4","BIZ_00843","영업","biz_00843","영업","L1","EMP001179","　임서연　"," 자산관리팀 ","파트장","2016.07.15 05:41:47"," 1 "," 2018.08.03 13:07:20 ","20221031130749"
"154692","942","e167ec42335aa818623a8cdd2dc1d54f3d2a01fb1ed68e8670b880e499f8cc01","61","2026-08-24T19:15:00+09:00","BIZ_22505"," 시설시스템 ","BIZ00643","생산","BIZ 00643","생산","TOP_LEVEL","EMP001874"," 강도윤 ","보안팀","과 장","2025-06-10T05:24:38","YES","2020-12-03T04:56:59"," 2018-06-28 04:26:06 "
"154693","943","10c1653de2384801f63bdf0f51e7a95134e89272024bbe8642ca9e387fe0ea58","61","2026-08-24T19:15:00+09:00","BIZ-05998","인사분석","BIZ_00206","교육","BIZ 00206"," 교육 ","TOP LEVEL","EMP000418","정하은","데이터팀","사원","2021.06.08 13:51:33","1","2026.04.22 14:58:56","2022-07-25 19:09:23.0"
"154694","944","c1c96da0ac8e05af984d480daef7a1536dc7f0ddddbb7a54a7a0f412eec7e468","61","2026-08-24T19:15:00+09:00","BIZ_37596","　시설시스템　","biz_00394","시 설","biz-00394","시설","TOP LEVEL","EMP001682","윤시우","전략기획팀"," 팀장 ","2024/11/15 17:04:37","y","2016-06-12 23:24:53","2020-07-23 12:41:05"
"154695","945","495c77f238bc26c604de35b11521d6a29398460d6bcbcf0ec827b4fd0c662c2b","61","2026-08-24T19:15:00+09:00","BIZ-32141","구매프로세스 37","BIZ-00427","품질관리","BIZ00427","품질관리","L1","emp001659","이 시우","R &D팀","　파트장　","2024-04-10 06:36:28","사용","2025-03-09 08:59:32.0","2023-10-20 12:18:33"
"154696","946","3723742b0098f173026e87262f7781da5dcb7b50f5242b974ff0b2e9a04ec21d","61","2026-08-24T19:15:00+09:00"," BIZ_18322 ","IT부","BIZ_00615","　R&D　","BIZ_00615","R &D","TOP_LEVEL","EMP002583","　박주원　","IT운영팀	","실장","2013.02.18 04:34:59","1","2016-09-05T12:02:11","2020/04/24 06:52:52"
"154697","947","5532c391137b4cf396b00868e93d8636f8026fb555bef69e64dae5d66130ba7a","62","2026-08-24T19:18:00+09:00","BIZ13008","분석서비스","BIZ00938","IT","BIZ_00938","IT	","TOP LEVEL","EMP000181","김지훈"," 기획팀 "," 팀장 ","2016-12-23 02:44:20.0"," 1 ","20190523095844","2017.08.02 05:11:43"
"154698","948","2be10592933b64401660177daee0457530e472fe5ae9f9319e467b8813faa091","62","2026-08-24T19:18:00+09:00","BIZ_07118","품질관리부","biz-00571","　기획　","BIZ00571","기획","L1"," EMP001161 ","이 도윤"," 보안팀 ","대리","2021-02-06T06:16:53","YES","2017-02-11T06:39:45","2023.07.29 20:48:29"
"154699","949","a474c137f21619a260f357f3f5df4633d8a8c305f7f918ca3d52f6bb4eb938a3","62","2026-08-24T19:18:00+09:00","BIZ_06702","시설서비스","BIZ00458","시설","BIZ_00458","시설	","1","EMP001643","박 하은","인사팀	","과장	"," 2010-06-09 22:52:18 ","재직","2024/02/19 12:35:00","2024/10/18 03:36:03"
"154700","950","d8be4b9f5f58f00a6dab584893420a96827cd0f650cb49d9a092438dd068b058","62","2026-08-24T19:18:00+09:00","BIZ_06237","R&D운영 42","BIZ 00028","법무","BIZ_00028","법무","L1","emp002404","장도윤","품질관리팀","차장","2023-05-31 14:48:35","UNKNOWN","2025.10.18 15:07:33","2024.04.20 03:12:26"
"154701","951","67778c22b24f49e440d5a69dd93a5274c823a1671f67328d6adde6a528b3f178","62","2026-08-24T19:18:00+09:00","BIZ_35406","생산부 28","BIZ_00952","　분석　","BIZ_00952","분석","1","EMP-001668"," 김예은 ","생산팀","부장","2014/03/17 17:12:37","y","20221030072607","2018-03-14T02:47:27"
"154702","952","f11d9361a40ff282f5a65168846a74d16c0bfd49dad081910216285bab8d8869","62","2026-08-24T19:18:00+09:00","BIZ-36212","구매프로세스","BIZ 00115","기획","BIZ_00115","기획","TOP_LEVEL","EMP001028","최예준","품질관리팀","팀장","2023.09.18 17:24:02","퇴직","2016.04.16 03:34:54","2020.10.03 17:04:58"
"154703","953","b1c5c94da142b97c12838c9f3ed33f4468e4c2f8dcd8703ba358a9559f81283b","62","2026-08-24T19:18:00+09:00","BIZ_37456","기획부 48","BIZ_00003","고객서비스	","BIZ 00003","　고객서비스　","최상위","EMP-001542","최민서","재 무팀","실장","2012-01-30 03:39:09.0","y","2020-09-16T12:06:17","2019-02-07 09:44:25.0"
"154704","954","927a17562a2f614fc16eb4867e5034d4fca0eb8477a53927ff75f5e188c8c4e1","62","2026-08-24T19:18:00+09:00","BIZ_36282","고객서비스부 32","BIZ_00247","마케팅","biz_00247","마케팅","L1","EMP-000178","강준서","생산팀	"," 차장 ","2016-06-15 02:45:29.0","재직","2023-01-09 05:04:45.0","2019-10-11T11:03:44"
"154705","955","fdffaf81395dd2d6f57f1b8ab0d68b00319394f6c92839797f15bd16afabf2eb","62","2026-08-24T19:18:00+09:00","BIZ_07964","시설팀","BIZ_00986","교육","biz-00986","교육","TOP LEVEL"," EMP000722 ","임윤서","R&D팀","과장","2026-01-29 00:40:48","사용","2016-05-13T01:15:24","2024-04-18 17:44:11"
"154706","956","abaf2d5f6d93bae2bb31f7484a37abca21f4e68c0604d646e62617f90c6cd94d","62","2026-08-24T19:18:00+09:00","BIZ_16351","전략분석","BIZ_00943","IT","BIZ_00943","　IT　","1","EMP000795","　박민준　","인사팀","사원","20210622095959","1"," 2025.11.21 21:41:54 ","2023-02-05T23:35:37"
"154707","957","6443128436286e2fba977628972fca44aba260c710e95038b709730c52f4c725","62","2026-08-24T19:18:00+09:00","BIZ 14497","자산관리분석  14","BIZ-00862"," 품질관리 ","BIZ_00862","품질관리","최상위","EMP001162","윤윤서","품질관리팀","과장","2010/03/22 14:07:07"," 사용 ","2016.06.06 03:09:44","20200807165221"
"154708","958","e53f86709ce0ba19277068da4c161b3dfb20a7c1279cf5867efc9450de27c92f","62","2026-08-24T19:18:00+09:00","BIZ 06060","영업프로세스 34","BIZ 00667","인사	","BIZ 00667","인사","TOP LEVEL","EMP002082","강서연","마케팅팀","사원"," 2011-03-14 21:30:03.0 ","YES","2018/12/18 01:20:47","20230624034449"
